r1_domain,r2_domain,r1_h_index,r2_h_index,r1_publications,r2_publications,r1_years_experience,r2_years_experience,r1_institution,r2_institution,r1_country,r2_country,r1_citations,r2_citations,r1_grants,r2_grants,shared_keywords,same_domain,same_institution_type,same_country,h_index_diff,experience_diff,total_grants,avg_publications,compatibility_score,compatible
NLP,IoT,24,21,59,41,12,20,Private University,Central University,Germany,Germany,708,902,8,1,0,0,0,1,3,8,9,50.0,70,1
Cloud Computing,Cybersecurity,13,13,31,33,26,2,NIT,Private University,Germany,UK,682,726,3,8,1,0,0,0,0,24,11,32.0,63,1
NLP,Machine Learning,4,8,31,26,25,28,Research Institute,Central University,Germany,Germany,372,442,6,5,0,0,0,1,4,3,11,28.5,77,1
Cybersecurity,Machine Learning,9,9,22,25,27,10,Central University,IIT,Australia,Australia,198,600,4,9,0,0,0,1,0,17,13,23.5,51,0
Data Science,Bioinformatics,5,28,42,52,10,9,Private University,Central University,Australia,UK,378,260,7,0,1,0,0,0,23,1,7,47.0,65,1
Bioinformatics,Quantum Computing,10,21,28,49,9,7,IIT,Private University,UK,Germany,560,980,4,0,0,0,0,0,11,2,4,38.5,38,0
Robotics,Cloud Computing,10,6,32,19,26,17,Research Institute,Central University,USA,Canada,256,418,4,1,1,0,0,0,4,9,5,25.5,56,1
NLP,Machine Learning,15,8,36,41,3,22,Central University,IIT,Australia,India,432,410,2,9,1,0,0,0,7,19,11,38.5,60,1
Machine Learning,Cloud Computing,5,8,24,50,6,29,Private University,IIT,India,Canada,264,500,8,8,0,0,0,0,3,23,16,37.0,55,1
IoT,Bioinformatics,13,8,45,19,27,21,Central University,Central University,USA,USA,900,209,4,8,1,0,1,1,5,6,12,32.0,50,0
Machine Learning,Computer Vision,17,5,41,21,6,21,IIT,IIT,Australia,Australia,328,504,1,0,0,0,1,1,12,15,1,31.0,42,0
Robotics,Computer Vision,10,9,25,48,21,6,Research Institute,IIT,Canada,India,125,720,3,2,1,0,0,0,1,15,5,36.5,40,0
Quantum Computing,Quantum Computing,12,10,25,38,20,25,NIT,NIT,Germany,India,600,532,3,5,6,1,1,0,2,5,8,31.5,81,1
NLP,IoT,13,24,27,41,26,15,Central University,IIT,UK,Canada,216,205,9,5,1,0,0,0,11,11,14,34.0,41,0
IoT,Data Science,11,6,35,16,20,28,Central University,Central University,Germany,USA,280,320,3,8,1,0,1,0,5,8,11,25.5,44,0
Computer Vision,Cybersecurity,5,5,20,24,6,29,Central University,Private University,India,UK,100,288,0,5,1,0,0,0,0,23,5,22.0,59,1
Machine Learning,NLP,8,8,23,19,14,28,Central University,Private University,UK,India,345,171,0,4,1,0,0,0,0,14,4,21.0,55,1
IoT,Cybersecurity,14,7,18,21,13,28,NIT,NIT,Australia,Canada,234,483,3,7,1,0,1,0,7,15,10,19.5,28,0
IoT,Cloud Computing,15,7,46,39,9,1,IIT,Private University,USA,USA,322,819,9,9,0,0,0,1,8,8,18,42.5,75,1
Quantum Computing,Bioinformatics,5,7,18,22,20,27,IIT,IIT,Germany,India,90,132,6,9,0,0,1,0,2,7,15,20.0,49,0
Computer Vision,Bioinformatics,7,4,25,33,26,17,IIT,Private University,Australia,India,500,594,9,4,0,0,0,0,3,9,13,29.0,54,0
IoT,Machine Learning,12,6,30,30,25,17,NIT,IIT,Canada,Canada,390,150,0,2,1,0,0,1,6,8,2,30.0,48,0
Cybersecurity,Data Science,23,4,56,13,27,25,Central University,Private University,USA,Australia,672,247,9,1,0,0,0,0,19,2,10,34.5,54,0
Machine Learning,IoT,7,17,42,37,16,25,Research Institute,Private University,Canada,Germany,882,666,3,5,1,0,0,0,10,9,8,39.5,49,0
Cybersecurity,Robotics,3,5,17,45,19,12,IIT,IIT,Australia,Germany,391,495,3,8,1,0,1,0,2,7,11,31.0,54,0
IoT,Cloud Computing,15,19,38,44,9,17,IIT,Central University,Australia,UK,912,660,4,9,1,0,0,0,4,8,13,41.0,65,1
Bioinformatics,Computer Vision,13,15,26,41,24,10,Private University,Central University,India,Australia,494,984,6,9,0,0,0,0,2,14,15,33.5,52,0
Data Science,Bioinformatics,9,7,27,24,22,21,IIT,NIT,Germany,USA,135,240,9,3,1,0,0,0,2,1,12,25.5,67,1
Cloud Computing,Robotics,10,13,23,25,24,17,IIT,Central University,Germany,Canada,437,550,8,6,0,0,0,0,3,7,14,24.0,64,1
Cybersecurity,Data Science,13,7,33,37,2,5,IIT,Private University,Canada,India,759,259,7,0,0,0,0,0,6,3,7,35.0,49,0
IoT,Machine Learning,13,17,19,37,17,16,NIT,NIT,USA,India,399,296,0,8,0,0,1,0,4,1,8,28.0,46,0
Quantum Computing,Cybersecurity,19,5,31,20,4,15,NIT,IIT,Germany,Australia,248,420,5,6,0,0,0,0,14,11,11,25.5,26,0
Bioinformatics,IoT,6,5,29,27,8,27,Private University,IIT,Australia,India,638,270,7,8,0,0,0,0,1,19,15,28.0,50,0
Data Science,Machine Learning,5,5,21,27,3,13,IIT,Private University,UK,India,315,513,9,1,1,0,0,0,0,10,10,24.0,72,1
Robotics,Cloud Computing,9,7,48,16,8,14,Research Institute,NIT,Germany,Canada,672,112,4,4,1,0,0,0,2,6,8,32.0,69,1
Quantum Computing,Machine Learning,10,7,34,45,24,4,NIT,NIT,India,Germany,204,540,2,8,1,0,1,0,3,20,10,39.5,45,0
Machine Learning,Machine Learning,13,12,31,26,29,5,Private University,NIT,Australia,Canada,558,312,9,5,6,1,0,0,1,24,14,28.5,94,1
NLP,Machine Learning,16,11,39,50,20,4,IIT,Central University,USA,India,468,1050,5,9,0,0,0,0,5,16,14,44.5,62,1
IoT,Quantum Computing,12,11,46,24,16,9,Research Institute,IIT,USA,India,368,552,0,7,1,0,0,0,1,7,7,35.0,53,0
Computer Vision,Quantum Computing,20,8,34,34,18,27,Private University,NIT,Australia,India,442,578,5,4,1,0,0,0,12,9,9,34.0,36,0
Robotics,Cybersecurity,8,10,19,20,9,28,Private University,Central University,UK,India,380,440,0,3,0,0,0,0,2,19,3,19.5,47,0
Quantum Computing,Data Science,10,12,22,29,27,7,Research Institute,NIT,USA,India,132,290,2,5,0,0,0,0,2,20,7,25.5,48,0
Quantum Computing,Computer Vision,13,15,52,53,23,15,NIT,IIT,UK,UK,520,371,6,0,0,0,0,1,2,8,6,52.5,67,1
NLP,Data Science,7,7,28,54,8,24,Private University,Research Institute,USA,USA,280,1080,3,1,1,0,0,1,0,16,4,41.0,63,1
IoT,Machine Learning,8,8,35,37,6,29,NIT,NIT,Australia,India,735,629,0,6,0,0,1,0,0,23,6,36.0,48,0
Quantum Computing,Machine Learning,6,8,27,25,4,22,Private University,Private University,USA,India,189,250,7,9,1,0,1,0,2,18,16,26.0,43,0
Machine Learning,Computer Vision,5,16,14,37,22,12,IIT,Research Institute,USA,UK,266,407,0,4,0,0,0,0,11,10,4,25.5,47,0
Cybersecurity,NLP,28,11,46,39,23,26,Private University,NIT,Canada,USA,782,390,2,4,0,0,0,0,17,3,6,42.5,45,0
Bioinformatics,Cybersecurity,8,11,45,40,21,19,Research Institute,NIT,Germany,USA,720,680,8,8,1,0,0,0,3,2,16,42.5,56,1
Quantum Computing,NLP,12,18,23,42,25,25,IIT,Private University,Australia,Australia,368,378,4,5,1,0,0,1,6,0,9,32.5,45,0
Computer Vision,Cybersecurity,4,15,15,39,13,12,Central University,IIT,UK,Australia,90,585,8,8,1,0,0,0,11,1,16,27.0,35,0
Robotics,Cloud Computing,13,13,27,33,22,29,NIT,IIT,India,Australia,432,297,8,5,0,0,0,0,0,7,13,30.0,60,1
Data Science,Robotics,9,9,26,39,6,19,Research Institute,Private University,Australia,Canada,234,585,5,1,0,0,0,0,0,13,6,32.5,54,0
Robotics,Robotics,16,7,31,28,6,17,Central University,IIT,India,USA,155,252,2,4,6,1,0,0,9,11,6,29.5,59,1
IoT,NLP,16,9,30,24,27,13,Private University,IIT,USA,India,690,144,8,9,1,0,0,0,7,14,17,27.0,34,0
Data Science,Cybersecurity,7,3,18,17,21,21,Central University,Central University,USA,UK,396,272,7,9,0,0,1,0,4,0,16,17.5,35,0
Quantum Computing,Computer Vision,17,5,29,21,24,12,Private University,IIT,India,Australia,551,147,5,0,1,0,0,0,12,12,5,25.0,38,0
NLP,IoT,6,4,20,34,13,25,NIT,Research Institute,India,India,400,510,0,5,0,0,0,1,2,12,5,27.0,50,0
Computer Vision,IoT,9,10,30,26,6,20,NIT,Research Institute,Canada,Australia,210,546,5,8,0,0,0,0,1,14,13,28.0,57,1
Data Science,Data Science,2,14,28,31,7,12,Private University,NIT,USA,India,588,589,3,9,6,1,0,0,12,5,12,29.5,76,1
Data Science,Robotics,4,7,22,26,3,5,NIT,Private University,India,USA,308,572,9,0,0,0,0,0,3,2,9,24.0,65,1
Cybersecurity,IoT,19,5,39,39,20,17,NIT,Research Institute,India,Germany,936,624,9,2,1,0,0,0,14,3,11,39.0,51,0
Machine Learning,Robotics,4,3,15,19,20,1,Private University,Research Institute,USA,Germany,90,171,3,5,1,0,0,0,1,19,8,17.0,40,0
NLP,NLP,17,14,43,22,24,18,Private University,Private University,UK,Canada,688,132,2,6,6,1,1,0,3,6,8,32.5,97,1
Robotics,Robotics,3,7,16,31,18,15,Central University,Central University,UK,USA,192,217,6,6,6,1,1,0,4,3,12,23.5,82,1
Machine Learning,Bioinformatics,10,8,20,27,5,18,Research Institute,NIT,India,India,240,378,5,9,1,0,0,1,2,13,14,23.5,69,1
IoT,NLP,10,10,21,19,27,11,Private University,Central University,Germany,USA,462,323,8,5,0,0,0,0,0,16,13,20.0,50,0
Bioinformatics,Quantum Computing,6,10,39,33,4,18,Research Institute,NIT,USA,Australia,897,297,6,7,1,0,0,0,4,14,13,36.0,48,0
Cloud Computing,Cybersecurity,4,11,30,23,5,7,NIT,Research Institute,India,Germany,660,184,7,8,0,0,0,0,7,2,15,26.5,71,1
Robotics,IoT,10,14,28,31,4,11,Research Institute,Central University,Germany,India,476,434,4,5,0,0,0,0,4,7,9,29.5,62,1
Cybersecurity,Data Science,6,12,16,28,4,24,NIT,Private University,USA,Australia,384,196,0,0,1,0,0,0,6,20,0,22.0,25,0
Robotics,Quantum Computing,2,5,16,15,12,24,Research Institute,IIT,USA,Germany,368,240,7,0,1,0,0,0,3,12,7,15.5,51,0
Machine Learning,Cloud Computing,9,9,32,39,26,1,IIT,IIT,Germany,Germany,352,897,2,3,1,0,1,1,0,25,5,35.5,46,0
Cloud Computing,Computer Vision,10,13,33,39,20,17,Private University,Private University,Germany,Germany,429,702,6,5,1,0,1,1,3,3,11,36.0,63,1
Robotics,Machine Learning,21,6,52,30,11,28,IIT,Private University,Australia,USA,312,450,0,4,1,0,0,0,15,17,4,41.0,24,0
NLP,Robotics,6,12,15,25,12,26,Central University,IIT,UK,India,180,150,8,3,0,0,0,0,6,14,11,20.0,39,0
IoT,IoT,1,13,18,43,17,21,Central University,Research Institute,USA,Canada,288,860,2,3,6,1,0,0,12,4,5,30.5,76,1
Quantum Computing,IoT,2,8,24,24,27,23,IIT,NIT,Germany,Canada,264,240,8,9,0,0,0,0,6,4,17,24.0,52,0
Cybersecurity,IoT,13,8,39,41,26,12,NIT,IIT,UK,Canada,468,902,9,7,0,0,0,0,5,14,16,40.0,52,0
Computer Vision,Data Science,11,11,23,42,29,15,Private University,Research Institute,Canada,India,161,966,2,6,1,0,0,0,0,14,8,32.5,42,0
Bioinformatics,Quantum Computing,8,8,32,29,16,17,Private University,Research Institute,UK,Australia,672,290,9,2,0,0,0,0,0,1,11,30.5,56,1
Robotics,Data Science,9,10,30,24,19,24,IIT,IIT,Australia,Australia,690,552,6,2,1,0,1,1,1,5,8,27.0,69,1
Data Science,Cybersecurity,1,7,32,43,12,1,IIT,Central University,India,Germany,352,301,1,6,1,0,0,0,6,11,7,37.5,38,0
Quantum Computing,Data Science,11,16,28,28,23,13,IIT,NIT,UK,Canada,504,504,9,2,0,0,0,0,5,10,11,28.0,46,0
Cloud Computing,Robotics,8,9,25,35,4,16,IIT,NIT,Australia,UK,550,315,1,8,1,0,0,0,1,12,9,30.0,46,0
Robotics,IoT,9,22,28,36,25,12,Research Institute,Research Institute,India,Canada,644,180,2,1,0,0,1,0,13,13,3,32.0,46,0
Robotics,Data Science,19,4,38,15,24,6,NIT,Central University,UK,Australia,646,315,0,0,0,0,0,0,15,18,0,26.5,17,0
Cybersecurity,Computer Vision,17,15,39,32,14,21,Central University,Central University,India,UK,663,736,7,8,0,0,1,0,2,7,15,35.5,55,1
IoT,Cloud Computing,11,7,32,17,1,20,Private University,IIT,Australia,Germany,512,238,2,3,1,0,0,0,4,19,5,24.5,62,1
Cloud Computing,IoT,12,10,33,26,8,22,Research Institute,Research Institute,UK,UK,759,182,9,4,1,0,1,1,2,14,13,29.5,61,1
Computer Vision,Computer Vision,7,3,14,21,29,4,NIT,IIT,Germany,Germany,182,378,9,6,6,1,0,1,4,25,15,17.5,78,1
NLP,Computer Vision,11,10,37,27,3,15,Central University,NIT,India,UK,592,324,5,7,1,0,0,0,1,12,12,32.0,52,0
Computer Vision,NLP,6,19,27,29,20,11,NIT,NIT,Germany,Australia,648,261,7,2,0,0,1,0,13,9,9,28.0,30,0
Machine Learning,Cloud Computing,13,6,20,31,2,19,Central University,NIT,Germany,Germany,260,372,7,5,0,0,0,1,7,17,12,25.5,41,0
Data Science,Machine Learning,6,6,24,22,9,14,Private University,Central University,Germany,USA,168,484,1,6,1,0,0,0,0,5,7,23.0,72,1
Computer Vision,Cloud Computing,5,8,37,10,26,4,IIT,Central University,USA,Germany,518,60,9,2,1,0,0,0,3,22,11,23.5,46,0
Quantum Computing,Data Science,11,12,39,26,29,22,Central University,Private University,Canada,Australia,195,130,8,5,0,0,0,0,1,7,13,32.5,68,1
Cloud Computing,IoT,11,12,51,28,7,6,Research Institute,Central University,Germany,Australia,612,532,2,6,0,0,0,0,1,1,8,39.5,69,1
NLP,Bioinformatics,6,12,28,24,23,20,Central University,NIT,USA,Germany,476,552,1,1,0,0,0,0,6,3,2,26.0,48,0
Data Science,NLP,8,17,19,49,19,6,Central University,Central University,India,UK,247,588,3,5,1,0,1,0,9,13,8,34.0,36,0
IoT,NLP,9,4,19,27,5,13,NIT,Research Institute,Australia,UK,285,486,7,3,0,0,0,0,5,8,10,23.0,56,1
NLP,NLP,10,17,21,34,8,28,NIT,NIT,Canada,USA,483,272,3,8,6,1,1,0,7,20,11,27.5,72,1
Computer Vision,Quantum Computing,9,8,21,20,5,11,IIT,NIT,UK,Germany,126,360,4,7,0,0,0,0,1,6,11,20.5,59,1
Bioinformatics,Robotics,5,4,15,19,27,16,Central University,Research Institute,USA,Canada,135,152,0,0,1,0,0,0,1,11,0,17.0,41,0
Machine Learning,NLP,3,20,66,31,26,10,Central University,Central University,UK,Germany,1254,279,3,0,0,0,1,0,17,16,3,48.5,36,0
Cloud Computing,Bioinformatics,3,15,24,27,12,27,NIT,IIT,Australia,India,408,594,4,1,0,0,0,0,12,15,5,25.5,41,0
Cybersecurity,IoT,7,13,18,30,28,4,Private University,Central University,USA,USA,288,450,5,0,1,0,0,1,6,24,5,24.0,45,0
Machine Learning,Data Science,14,5,47,28,27,12,Research Institute,Central University,Australia,Germany,940,532,0,2,1,0,0,0,9,15,2,37.5,50,0
Bioinformatics,NLP,8,10,20,23,4,12,Research Institute,Research Institute,Canada,Canada,100,184,2,7,1,0,1,1,2,8,9,21.5,73,1
IoT,Computer Vision,5,10,29,26,16,4,Central University,Private University,Canada,India,696,286,5,7,0,0,0,0,5,12,12,27.5,48,0
NLP,Bioinformatics,8,5,38,26,29,26,Research Institute,IIT,India,Germany,380,286,7,9,0,0,0,0,3,3,16,32.0,57,1
Quantum Computing,Data Science,16,13,33,37,9,1,NIT,IIT,Germany,UK,759,888,4,9,0,0,0,0,3,8,13,35.0,64,1
Machine Learning,Robotics,22,13,57,28,26,29,Research Institute,Research Institute,Canada,Australia,1083,420,0,1,1,0,1,0,9,3,1,42.5,30,0
Robotics,Machine Learning,11,9,22,31,19,12,Central University,IIT,USA,Australia,176,620,3,4,0,0,0,0,2,7,7,26.5,58,1
IoT,Cybersecurity,10,21,31,54,26,21,IIT,NIT,Australia,Germany,651,1026,5,4,1,0,0,0,11,5,9,42.5,48,0
Data Science,Cloud Computing,12,10,19,57,7,21,Research Institute,IIT,Australia,Canada,266,456,2,5,0,0,0,0,2,14,7,38.0,49,0
Data Science,Cybersecurity,3,6,22,11,6,22,Private University,Central University,USA,Germany,264,220,5,8,1,0,0,0,3,16,13,16.5,47,0
Data Science,Data Science,11,4,29,20,2,16,IIT,Central University,UK,UK,464,300,1,2,6,1,0,1,7,14,3,24.5,71,1
IoT,Robotics,14,11,33,25,21,13,Research Institute,Private University,India,Canada,561,125,8,8,0,0,0,0,3,8,16,29.0,73,1
Cybersecurity,NLP,20,16,46,26,11,21,Private University,Private University,UK,Canada,874,546,2,1,0,0,1,0,4,10,3,36.0,45,0
Cybersecurity,Quantum Computing,2,7,17,26,1,9,NIT,IIT,Australia,USA,323,520,3,1,0,0,0,0,5,8,4,21.5,54,0
Robotics,Cloud Computing,9,10,24,36,27,7,Central University,Central University,Germany,India,336,396,8,8,1,0,1,0,1,20,16,30.0,38,0
Quantum Computing,Machine Learning,14,6,51,26,14,3,Private University,Private University,India,Canada,459,286,9,1,0,0,1,0,8,11,10,38.5,33,0
Bioinformatics,Cloud Computing,16,14,31,41,17,7,Private University,Private University,USA,Canada,372,410,8,4,0,0,1,0,2,10,12,36.0,57,1
Quantum Computing,NLP,9,4,50,27,8,28,NIT,Private University,USA,UK,1000,162,7,9,1,0,0,0,5,20,16,38.5,39,0
Cloud Computing,Bioinformatics,4,7,35,29,14,2,Private University,Research Institute,India,UK,455,145,4,8,1,0,0,0,3,12,12,32.0,52,0
IoT,IoT,12,7,26,29,17,6,Research Institute,NIT,Canada,India,598,522,7,6,6,1,0,0,5,11,13,27.5,63,1
Machine Learning,Bioinformatics,18,16,29,37,4,12,NIT,Private University,UK,India,580,666,6,8,1,0,0,0,2,8,14,33.0,61,1
Bioinformatics,IoT,5,21,23,40,4,2,Private University,NIT,USA,India,115,320,0,3,1,0,0,0,16,2,3,31.5,28,0
Computer Vision,Computer Vision,8,10,31,24,5,3,Central University,Research Institute,Germany,Canada,744,312,9,0,6,1,0,0,2,2,9,27.5,94,1
Data Science,Quantum Computing,13,4,25,14,5,15,Research Institute,Private University,Germany,UK,500,154,8,3,1,0,0,0,9,10,11,19.5,37,0
IoT,Cloud Computing,19,6,49,27,3,19,IIT,Research Institute,UK,India,686,297,4,9,1,0,0,0,13,16,13,38.0,44,0
Bioinformatics,Machine Learning,9,18,35,29,25,1,NIT,NIT,Australia,UK,175,174,0,3,0,0,1,0,9,24,3,32.0,25,0
IoT,NLP,4,13,28,25,26,13,NIT,IIT,UK,UK,420,300,8,1,0,0,0,1,9,13,9,26.5,47,0
Data Science,Data Science,5,10,14,21,15,26,Private University,IIT,Canada,UK,252,336,9,5,6,1,0,0,5,11,14,17.5,60,1
Bioinformatics,Computer Vision,11,5,43,35,2,27,Research Institute,Research Institute,Canada,USA,516,735,5,3,0,0,1,0,6,25,8,39.0,32,0
NLP,NLP,16,4,41,30,20,12,IIT,Research Institute,Australia,UK,492,720,4,1,6,1,0,0,12,8,5,35.5,82,1
Data Science,Data Science,13,8,49,24,19,23,Central University,IIT,UK,Australia,686,336,3,1,6,1,0,0,5,4,4,36.5,80,1
Quantum Computing,Machine Learning,5,8,30,25,3,7,Central University,NIT,USA,Australia,300,500,5,4,1,0,0,0,3,4,9,27.5,73,1
Bioinformatics,Cybersecurity,11,5,44,22,24,14,Central University,Central University,Germany,USA,396,308,1,1,1,0,1,0,6,10,2,33.0,38,0
Computer Vision,Cloud Computing,16,21,33,45,25,15,NIT,NIT,USA,USA,396,810,6,4,1,0,1,1,5,10,10,39.0,46,0
Cloud Computing,Cloud Computing,5,2,21,36,14,8,Research Institute,Research Institute,Canada,Canada,189,720,1,4,6,1,1,1,3,6,5,28.5,85,1
Cloud Computing,IoT,8,5,43,38,24,2,IIT,IIT,Germany,India,989,608,4,4,1,0,1,0,3,22,8,40.5,58,1
NLP,Data Science,5,8,38,27,3,6,IIT,Central University,Germany,Canada,722,351,7,6,0,0,0,0,3,3,13,32.5,60,1
Data Science,Quantum Computing,13,3,49,16,2,23,NIT,Research Institute,Germany,UK,245,368,7,0,0,0,0,0,10,21,7,32.5,37,0
NLP,Computer Vision,7,17,23,25,16,3,Central University,NIT,India,USA,437,575,2,9,0,0,0,0,10,13,11,24.0,29,0
NLP,NLP,17,17,54,47,12,6,NIT,NIT,UK,USA,972,564,1,8,6,1,1,0,0,6,9,50.5,85,1
Computer Vision,Computer Vision,16,12,30,17,17,27,Private University,IIT,Canada,India,600,136,5,6,6,1,0,0,4,10,11,23.5,74,1
IoT,Robotics,4,12,15,42,13,18,Private University,IIT,India,India,330,756,7,6,0,0,0,1,8,5,13,28.5,76,1
Cloud Computing,IoT,3,27,24,35,4,2,Research Institute,IIT,India,UK,408,770,3,4,1,0,0,0,24,2,7,29.5,52,0
Machine Learning,Machine Learning,2,13,17,15,11,22,IIT,IIT,UK,India,306,255,7,2,6,1,1,0,11,11,9,16.0,58,1
Quantum Computing,Robotics,8,18,20,39,15,1,NIT,NIT,Australia,Canada,240,663,7,3,0,0,1,0,10,14,10,29.5,22,0
Data Science,NLP,12,5,32,14,17,21,IIT,Central University,India,Australia,512,266,3,9,1,0,0,0,7,4,12,23.0,41,0
Data Science,Cloud Computing,15,21,35,66,15,19,Central University,Research Institute,USA,USA,525,1386,9,5,1,0,0,1,6,4,14,50.5,66,1
Cloud Computing,Computer Vision,3,14,20,51,1,5,Research Institute,Research Institute,India,India,320,357,8,2,0,0,1,1,11,4,10,35.5,41,0
Cloud Computing,Robotics,16,7,66,24,4,24,NIT,Central University,Canada,USA,396,528,8,4,1,0,0,0,9,20,12,45.0,45,0
Cloud Computing,Computer Vision,28,12,43,14,5,11,IIT,NIT,Canada,Australia,215,84,7,4,1,0,0,0,16,6,11,28.5,40,0
IoT,Quantum Computing,14,13,28,25,11,23,Central University,NIT,Canada,Germany,252,175,2,2,1,0,0,0,1,12,4,26.5,47,0
Computer Vision,Cybersecurity,3,13,25,36,18,27,NIT,Private University,UK,USA,525,396,2,2,1,0,0,0,10,9,4,30.5,48,0
Cloud Computing,Computer Vision,18,18,57,44,10,11,NIT,Central University,Germany,India,1368,1056,9,9,0,0,0,0,0,1,18,50.5,51,0
IoT,NLP,14,2,25,15,16,3,IIT,Private University,Australia,UK,150,90,3,1,0,0,0,0,12,13,4,20.0,34,0
Bioinformatics,Machine Learning,8,14,22,30,18,21,Research Institute,IIT,Canada,UK,154,210,3,5,0,0,0,0,6,3,8,26.0,47,0
IoT,Bioinformatics,8,12,34,28,18,17,IIT,Private University,Germany,Australia,680,476,2,1,1,0,0,0,4,1,3,31.0,40,0
Bioinformatics,Cloud Computing,7,4,29,32,11,5,Private University,Private University,USA,UK,174,288,2,6,0,0,1,0,3,6,8,30.5,52,0
Cybersecurity,IoT,10,13,23,33,17,12,NIT,Central University,India,USA,414,660,5,2,1,0,0,0,3,5,7,28.0,53,0
Machine Learning,Computer Vision,5,13,16,48,2,1,Private University,Private University,Canada,Germany,320,1008,6,8,1,0,1,0,8,1,14,32.0,49,0
Cloud Computing,NLP,19,10,87,30,22,5,IIT,Private University,India,Germany,870,480,3,3,1,0,0,0,9,17,6,58.5,40,0
Quantum Computing,NLP,7,15,28,31,17,26,IIT,IIT,Canada,UK,644,403,3,9,0,0,1,0,8,9,12,29.5,46,0
Robotics,Quantum Computing,8,7,33,35,27,27,Central University,Private University,USA,India,330,175,7,4,0,0,0,0,1,0,11,34.0,47,0
Robotics,IoT,12,9,25,46,2,11,Private University,Central University,Canada,Canada,200,1058,6,7,0,0,0,1,3,9,13,35.5,75,1
Quantum Computing,Cybersecurity,8,4,18,16,8,14,Research Institute,Central University,UK,Germany,270,336,5,1,0,0,0,0,4,6,6,17.0,53,0
Quantum Computing,Cloud Computing,4,8,18,32,27,9,Private University,Central University,Germany,USA,216,192,6,2,1,0,0,0,4,18,8,25.0,43,0
IoT,Bioinformatics,3,5,21,34,9,12,IIT,Private University,India,Germany,252,714,6,3,0,0,0,0,2,3,9,27.5,52,0
Robotics,Computer Vision,4,12,24,43,19,28,NIT,IIT,India,India,480,645,1,1,1,0,0,1,8,9,2,33.5,55,1
IoT,Cybersecurity,5,6,18,19,25,2,IIT,Research Institute,USA,Canada,324,342,0,6,1,0,0,0,1,23,6,18.5,54,0
Data Science,Quantum Computing,15,6,35,16,3,2,NIT,Research Institute,UK,India,665,128,9,8,1,0,0,0,9,1,17,25.5,44,0
Computer Vision,IoT,5,7,18,23,20,15,Research Institute,NIT,Germany,UK,432,552,7,7,1,0,0,0,2,5,14,20.5,54,0
IoT,Bioinformatics,6,5,30,20,23,24,Private University,Research Institute,Australia,UK,360,160,8,4,0,0,0,0,1,1,12,25.0,56,1
Cloud Computing,Machine Learning,8,11,22,20,12,19,Research Institute,Private University,India,India,154,120,3,8,1,0,0,1,3,7,11,21.0,67,1
Cybersecurity,Cybersecurity,12,5,46,34,16,28,Private University,Private University,UK,Germany,552,204,5,1,6,1,1,0,7,12,6,40.0,65,1
Machine Learning,Cloud Computing,12,12,45,26,14,8,IIT,Central University,USA,Canada,630,390,1,1,1,0,0,0,0,6,2,35.5,54,0
NLP,NLP,9,11,27,34,9,28,Private University,Central University,Germany,Canada,378,646,7,4,6,1,0,0,2,19,11,30.5,71,1
Cybersecurity,Quantum Computing,13,8,32,35,27,19,Private University,Private University,India,Canada,736,525,2,4,1,0,1,0,5,8,6,33.5,36,0
Cloud Computing,IoT,6,6,34,22,18,17,Research Institute,Private University,Australia,Australia,340,506,9,8,1,0,0,1,0,1,17,28.0,86,1
NLP,Cybersecurity,14,14,26,31,11,10,Research Institute,Central University,India,Germany,624,341,5,7,1,0,0,0,0,1,12,28.5,51,0
Quantum Computing,Data Science,12,6,37,15,25,12,Private University,Central University,Australia,UK,888,135,3,4,0,0,0,0,6,13,7,26.0,52,0
Machine Learning,Machine Learning,13,9,39,26,2,24,IIT,NIT,Australia,UK,702,442,8,9,6,1,0,0,4,22,17,32.5,74,1
Data Science,Data Science,8,19,38,32,29,27,Research Institute,Private University,India,India,342,416,9,4,6,1,0,1,11,2,13,35.0,91,1
Cybersecurity,Cybersecurity,6,12,30,42,20,21,Central University,Central University,UK,India,270,546,5,3,6,1,1,0,6,1,8,36.0,62,1
